term	gene
HALLMARK.ALLOGRAFT.REJECTION	CXCR3
HALLMARK.ALLOGRAFT.REJECTION	DARS1
HALLMARK.ALLOGRAFT.REJECTION	DEGS1
HALLMARK.ALLOGRAFT.REJECTION	DYRK3
HALLMARK.ALLOGRAFT.REJECTION	EGFR
HALLMARK.ALLOGRAFT.REJECTION	EIF3A
HALLMARK.ALLOGRAFT.REJECTION	EIF3D
HALLMARK.ALLOGRAFT.REJECTION	EIF3J
HALLMARK.ALLOGRAFT.REJECTION	EIF4G3
HALLMARK.ALLOGRAFT.REJECTION	EIF5A
HALLMARK.ALLOGRAFT.REJECTION	EIF5A
HALLMARK.ALLOGRAFT.REJECTION	ELANE
HALLMARK.ALLOGRAFT.REJECTION	ELANE
HALLMARK.ALLOGRAFT.REJECTION	ELF4
HALLMARK.ALLOGRAFT.REJECTION	EREG
HALLMARK.ALLOGRAFT.REJECTION	ETS1
HALLMARK.ALLOGRAFT.REJECTION	F2
HALLMARK.ALLOGRAFT.REJECTION	F2R
HALLMARK.ALLOGRAFT.REJECTION	FAS
HALLMARK.ALLOGRAFT.REJECTION	FASLG
HALLMARK.ALLOGRAFT.REJECTION	FCGR2B
HALLMARK.ALLOGRAFT.REJECTION	FGR
HALLMARK.ALLOGRAFT.REJECTION	FLNA
HALLMARK.ALLOGRAFT.REJECTION	FYB1
HALLMARK.ALLOGRAFT.REJECTION	GALNT1
HALLMARK.ALLOGRAFT.REJECTION	GBP2
HALLMARK.ALLOGRAFT.REJECTION	GCNT1
HALLMARK.ALLOGRAFT.REJECTION	GLMN
HALLMARK.ALLOGRAFT.REJECTION	GPR65
HALLMARK.ALLOGRAFT.REJECTION	GZMA
HALLMARK.ALLOGRAFT.REJECTION	GZMB
HALLMARK.ALLOGRAFT.REJECTION	HCLS1
HALLMARK.ALLOGRAFT.REJECTION	HDAC9
HALLMARK.ALLOGRAFT.REJECTION	HIF1A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-A
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DMB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DOB
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DQA1
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-DRA
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-E
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	HLA-G
HALLMARK.ALLOGRAFT.REJECTION	ICAM1
HALLMARK.ALLOGRAFT.REJECTION	ICOSLG
HALLMARK.ALLOGRAFT.REJECTION	IFNAR2
HALLMARK.ALLOGRAFT.REJECTION	IFNG
HALLMARK.ALLOGRAFT.REJECTION	IFNGR1
HALLMARK.ALLOGRAFT.REJECTION	IFNGR2
HALLMARK.ALLOGRAFT.REJECTION	IFNGR2
HALLMARK.ALLOGRAFT.REJECTION	IGSF6
HALLMARK.ALLOGRAFT.REJECTION	IGSF6
HALLMARK.ALLOGRAFT.REJECTION	IKBKB
HALLMARK.ALLOGRAFT.REJECTION	IL10
HALLMARK.ALLOGRAFT.REJECTION	IL11
HALLMARK.ALLOGRAFT.REJECTION	IL12A
HALLMARK.ALLOGRAFT.REJECTION	IL12B
HALLMARK.ALLOGRAFT.REJECTION	IL12RB1
HALLMARK.ALLOGRAFT.REJECTION	IL13
HALLMARK.ALLOGRAFT.REJECTION	IL15
HALLMARK.ALLOGRAFT.REJECTION	IL16
HALLMARK.ALLOGRAFT.REJECTION	IL18
HALLMARK.ALLOGRAFT.REJECTION	IL18RAP
HALLMARK.ALLOGRAFT.REJECTION	IL1B
HALLMARK.ALLOGRAFT.REJECTION	IL2
HALLMARK.ALLOGRAFT.REJECTION	IL27RA
HALLMARK.ALLOGRAFT.REJECTION	IL27RA
HALLMARK.ALLOGRAFT.REJECTION	IL2RA
HALLMARK.ALLOGRAFT.REJECTION	IL2RB
HALLMARK.ALLOGRAFT.REJECTION	IL2RG
HALLMARK.ALLOGRAFT.REJECTION	IL4
HALLMARK.ALLOGRAFT.REJECTION	IL4R
HALLMARK.ALLOGRAFT.REJECTION	IL6
HALLMARK.ALLOGRAFT.REJECTION	IL7
HALLMARK.ALLOGRAFT.REJECTION	IL9
HALLMARK.ALLOGRAFT.REJECTION	INHBA
HALLMARK.ALLOGRAFT.REJECTION	INHBB
HALLMARK.ALLOGRAFT.REJECTION	IRF4
HALLMARK.ALLOGRAFT.REJECTION	IRF7
HALLMARK.ALLOGRAFT.REJECTION	IRF7
HALLMARK.ALLOGRAFT.REJECTION	IRF8
HALLMARK.ALLOGRAFT.REJECTION	ITGAL
HALLMARK.ALLOGRAFT.REJECTION	ITGB2
HALLMARK.ALLOGRAFT.REJECTION	ITK
HALLMARK.ALLOGRAFT.REJECTION	JAK2
HALLMARK.ALLOGRAFT.REJECTION	KLRD1
HALLMARK.ALLOGRAFT.REJECTION	KRT1
HALLMARK.ALLOGRAFT.REJECTION	LCK
HALLMARK.ALLOGRAFT.REJECTION	LCP2
HALLMARK.ALLOGRAFT.REJECTION	LIF
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LTB
HALLMARK.ALLOGRAFT.REJECTION	LY75
HALLMARK.ALLOGRAFT.REJECTION	LY86
HALLMARK.ALLOGRAFT.REJECTION	LYN
HALLMARK.ALLOGRAFT.REJECTION	MAP3K7
HALLMARK.ALLOGRAFT.REJECTION	MAP4K1
HALLMARK.ALLOGRAFT.REJECTION	MAP4K1
HALLMARK.ALLOGRAFT.REJECTION	MBL2
HALLMARK.ALLOGRAFT.REJECTION	MMP9
HALLMARK.ALLOGRAFT.REJECTION	MRPL3
HALLMARK.ALLOGRAFT.REJECTION	MTIF2
HALLMARK.ALLOGRAFT.REJECTION	NCF4
HALLMARK.ALLOGRAFT.REJECTION	NCF4
HALLMARK.ALLOGRAFT.REJECTION	NCK1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NCR1
HALLMARK.ALLOGRAFT.REJECTION	NLRP3
HALLMARK.ALLOGRAFT.REJECTION	NME1
HALLMARK.ALLOGRAFT.REJECTION	NOS2
HALLMARK.ALLOGRAFT.REJECTION	NPM1
HALLMARK.ALLOGRAFT.REJECTION	PF4
HALLMARK.ALLOGRAFT.REJECTION	PRF1
HALLMARK.ALLOGRAFT.REJECTION	PRKCB
HALLMARK.ALLOGRAFT.REJECTION	PRKCG
HALLMARK.ALLOGRAFT.REJECTION	PSMB10
HALLMARK.ALLOGRAFT.REJECTION	PTPN6
HALLMARK.ALLOGRAFT.REJECTION	PTPRC
HALLMARK.ALLOGRAFT.REJECTION	PTPRC
HALLMARK.ALLOGRAFT.REJECTION	RARS1
HALLMARK.ALLOGRAFT.REJECTION	RIPK2
HALLMARK.ALLOGRAFT.REJECTION	RPL39
HALLMARK.ALLOGRAFT.REJECTION	RPL3L
HALLMARK.ALLOGRAFT.REJECTION	RPL9
HALLMARK.ALLOGRAFT.REJECTION	RPS19
HALLMARK.ALLOGRAFT.REJECTION	RPS3A
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	RPS9
HALLMARK.ALLOGRAFT.REJECTION	SIT1
HALLMARK.ALLOGRAFT.REJECTION	SOCS1
HALLMARK.ALLOGRAFT.REJECTION	SOCS5
HALLMARK.ALLOGRAFT.REJECTION	SPI1
HALLMARK.ALLOGRAFT.REJECTION	SRGN
HALLMARK.ALLOGRAFT.REJECTION	ST8SIA4
HALLMARK.ALLOGRAFT.REJECTION	STAB1
HALLMARK.ALLOGRAFT.REJECTION	STAT1
HALLMARK.ALLOGRAFT.REJECTION	STAT4
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP1
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAP2
HALLMARK.ALLOGRAFT.REJECTION	TAPBP
HALLMARK.ALLOGRAFT.REJECTION	TAPBP
HALLMARK.ALLOGRAFT.REJECTION	TAPBP
HALLMARK.ALLOGRAFT.REJECTION	TAPBP
HALLMARK.ALLOGRAFT.REJECTION	TAPBP
HALLMARK.ALLOGRAFT.REJECTION	TGFB1
HALLMARK.ALLOGRAFT.REJECTION	TGFB2
HALLMARK.ALLOGRAFT.REJECTION	THY1
HALLMARK.ALLOGRAFT.REJECTION	TIMP1
HALLMARK.ALLOGRAFT.REJECTION	TLR1
HALLMARK.ALLOGRAFT.REJECTION	TLR2
HALLMARK.ALLOGRAFT.REJECTION	TLR3
HALLMARK.ALLOGRAFT.REJECTION	TLR6
HALLMARK.ALLOGRAFT.REJECTION	TNF
