term	gene
HALLMARK.COMPLEMENT	CTSS
HALLMARK.COMPLEMENT	CTSV
HALLMARK.COMPLEMENT	CXCL1
HALLMARK.COMPLEMENT	DGKG
HALLMARK.COMPLEMENT	DGKH
HALLMARK.COMPLEMENT	DOCK10
HALLMARK.COMPLEMENT	DOCK4
HALLMARK.COMPLEMENT	DOCK9
HALLMARK.COMPLEMENT	DPP4
HALLMARK.COMPLEMENT	DUSP5
HALLMARK.COMPLEMENT	DUSP6
HALLMARK.COMPLEMENT	DYRK2
HALLMARK.COMPLEMENT	EHD1
HALLMARK.COMPLEMENT	ERAP2
HALLMARK.COMPLEMENT	F10
HALLMARK.COMPLEMENT	F2
HALLMARK.COMPLEMENT	F3
HALLMARK.COMPLEMENT	F5
HALLMARK.COMPLEMENT	F7
HALLMARK.COMPLEMENT	F8
HALLMARK.COMPLEMENT	FCER1G
HALLMARK.COMPLEMENT	FCN1
HALLMARK.COMPLEMENT	FDX1
HALLMARK.COMPLEMENT	FN1
HALLMARK.COMPLEMENT	FYN
HALLMARK.COMPLEMENT	GATA3
HALLMARK.COMPLEMENT	GCA
HALLMARK.COMPLEMENT	GMFB
HALLMARK.COMPLEMENT	GNAI2
HALLMARK.COMPLEMENT	GNAI3
HALLMARK.COMPLEMENT	GNB2
HALLMARK.COMPLEMENT	GNB4
HALLMARK.COMPLEMENT	GNG2
HALLMARK.COMPLEMENT	GNGT2
HALLMARK.COMPLEMENT	GP1BA
HALLMARK.COMPLEMENT	GP9
HALLMARK.COMPLEMENT	GPD2
HALLMARK.COMPLEMENT	GRB2
HALLMARK.COMPLEMENT	GZMA
HALLMARK.COMPLEMENT	GZMB
HALLMARK.COMPLEMENT	GZMK
HALLMARK.COMPLEMENT	HNF4A
HALLMARK.COMPLEMENT	HPCAL4
HALLMARK.COMPLEMENT	HSPA1A
HALLMARK.COMPLEMENT	HSPA1A
HALLMARK.COMPLEMENT	HSPA1A
HALLMARK.COMPLEMENT	HSPA1A
HALLMARK.COMPLEMENT	HSPA1A
HALLMARK.COMPLEMENT	HSPA5
HALLMARK.COMPLEMENT	IL6
HALLMARK.COMPLEMENT	IRF1
HALLMARK.COMPLEMENT	IRF2
HALLMARK.COMPLEMENT	IRF7
HALLMARK.COMPLEMENT	IRF7
HALLMARK.COMPLEMENT	ITGAM
HALLMARK.COMPLEMENT	ITIH1
HALLMARK.COMPLEMENT	JAK2
HALLMARK.COMPLEMENT	KCNIP2
HALLMARK.COMPLEMENT	KCNIP3
HALLMARK.COMPLEMENT	KIF2A
HALLMARK.COMPLEMENT	KLK1
HALLMARK.COMPLEMENT	KLKB1
HALLMARK.COMPLEMENT	KYNU
HALLMARK.COMPLEMENT	L3MBTL4
HALLMARK.COMPLEMENT	LAMP2
HALLMARK.COMPLEMENT	LAP3
HALLMARK.COMPLEMENT	LCK
HALLMARK.COMPLEMENT	LCP2
HALLMARK.COMPLEMENT	LGALS3
HALLMARK.COMPLEMENT	LGMN
HALLMARK.COMPLEMENT	LIPA
HALLMARK.COMPLEMENT	LRP1
HALLMARK.COMPLEMENT	LTA4H
HALLMARK.COMPLEMENT	LTF
HALLMARK.COMPLEMENT	LYN
HALLMARK.COMPLEMENT	MAFF
HALLMARK.COMPLEMENT	ME1
HALLMARK.COMPLEMENT	MMP12
HALLMARK.COMPLEMENT	MMP13
HALLMARK.COMPLEMENT	MMP14
HALLMARK.COMPLEMENT	MMP15
HALLMARK.COMPLEMENT	MMP8
HALLMARK.COMPLEMENT	MSRB1
HALLMARK.COMPLEMENT	MT3
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	NOTCH4
HALLMARK.COMPLEMENT	OLR1
HALLMARK.COMPLEMENT	PCLO
HALLMARK.COMPLEMENT	PCSK9
HALLMARK.COMPLEMENT	PDGFB
HALLMARK.COMPLEMENT	PDP1
HALLMARK.COMPLEMENT	PFN1
HALLMARK.COMPLEMENT	PHEX
HALLMARK.COMPLEMENT	PIK3CA
HALLMARK.COMPLEMENT	PIK3CG
HALLMARK.COMPLEMENT	PIK3R5
HALLMARK.COMPLEMENT	PIM1
HALLMARK.COMPLEMENT	PLA2G4A
HALLMARK.COMPLEMENT	PLA2G7
HALLMARK.COMPLEMENT	PLAT
HALLMARK.COMPLEMENT	PLAUR
HALLMARK.COMPLEMENT	PLEK
HALLMARK.COMPLEMENT	PLG
HALLMARK.COMPLEMENT	PLSCR1
HALLMARK.COMPLEMENT	PPP2CB
HALLMARK.COMPLEMENT	PPP4C
HALLMARK.COMPLEMENT	PRCP
HALLMARK.COMPLEMENT	PRDM4
HALLMARK.COMPLEMENT	PREP
HALLMARK.COMPLEMENT	PRKCD
HALLMARK.COMPLEMENT	PRSS3
HALLMARK.COMPLEMENT	PRSS36
HALLMARK.COMPLEMENT	PSEN1
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	PSMB9
HALLMARK.COMPLEMENT	RABIF
HALLMARK.COMPLEMENT	RAF1
HALLMARK.COMPLEMENT	RASGRP1
HALLMARK.COMPLEMENT	RBSN
HALLMARK.COMPLEMENT	RCE1
HALLMARK.COMPLEMENT	RHOG
HALLMARK.COMPLEMENT	RNF4
HALLMARK.COMPLEMENT	S100A12
HALLMARK.COMPLEMENT	S100A13
HALLMARK.COMPLEMENT	S100A9
HALLMARK.COMPLEMENT	SCG3
HALLMARK.COMPLEMENT	SERPINA1
HALLMARK.COMPLEMENT	SERPINA1
HALLMARK.COMPLEMENT	SERPINB2
HALLMARK.COMPLEMENT	SERPINC1
HALLMARK.COMPLEMENT	SERPINE1
HALLMARK.COMPLEMENT	SERPING1
HALLMARK.COMPLEMENT	SH2B3
HALLMARK.COMPLEMENT	SIRT6
HALLMARK.COMPLEMENT	SPOCK2
HALLMARK.COMPLEMENT	SRC
HALLMARK.COMPLEMENT	STX4
HALLMARK.COMPLEMENT	TFPI2
HALLMARK.COMPLEMENT	TIMP1
HALLMARK.COMPLEMENT	TIMP2
HALLMARK.COMPLEMENT	TMPRSS6
HALLMARK.COMPLEMENT	TNFAIP3
HALLMARK.COMPLEMENT	USP14
HALLMARK.COMPLEMENT	USP15
HALLMARK.COMPLEMENT	USP16
HALLMARK.COMPLEMENT	USP8
HALLMARK.COMPLEMENT	VCPIP1
HALLMARK.COMPLEMENT	WAS
HALLMARK.COMPLEMENT	XPNPEP1
HALLMARK.COMPLEMENT	ZEB1
HALLMARK.COMPLEMENT	ZFPM2
HALLMARK.DNA.REPAIR	AAAS
HALLMARK.DNA.REPAIR	ADA
HALLMARK.DNA.REPAIR	ADCY6
HALLMARK.DNA.REPAIR	ADRM1
HALLMARK.DNA.REPAIR	AGO4
HALLMARK.DNA.REPAIR	AK1
HALLMARK.DNA.REPAIR	AK3
HALLMARK.DNA.REPAIR	ALYREF
HALLMARK.DNA.REPAIR	APRT
HALLMARK.DNA.REPAIR	ARL6IP1
HALLMARK.DNA.REPAIR	BCAM
HALLMARK.DNA.REPAIR	BCAP31
HALLMARK.DNA.REPAIR	BOLA2
HALLMARK.DNA.REPAIR	BRF2
HALLMARK.DNA.REPAIR	CANT1
HALLMARK.DNA.REPAIR	CCNO
HALLMARK.DNA.REPAIR	CDA
HALLMARK.DNA.REPAIR	CETN2
HALLMARK.DNA.REPAIR	CLP1
HALLMARK.DNA.REPAIR	CMPK2
HALLMARK.DNA.REPAIR	COX17
HALLMARK.DNA.REPAIR	CSTF3
HALLMARK.DNA.REPAIR	DAD1
HALLMARK.DNA.REPAIR	DCTN4
HALLMARK.DNA.REPAIR	DDB1
HALLMARK.DNA.REPAIR	DDB2
HALLMARK.DNA.REPAIR	DGCR8
HALLMARK.DNA.REPAIR	DGUOK
HALLMARK.DNA.REPAIR	DUT
HALLMARK.DNA.REPAIR	EDF1
HALLMARK.DNA.REPAIR	EIF1B
HALLMARK.DNA.REPAIR	ELL
HALLMARK.DNA.REPAIR	ELOA
HALLMARK.DNA.REPAIR	ERCC1
HALLMARK.DNA.REPAIR	ERCC2
HALLMARK.DNA.REPAIR	ERCC3
HALLMARK.DNA.REPAIR	ERCC4
HALLMARK.DNA.REPAIR	ERCC5
HALLMARK.DNA.REPAIR	ERCC8
HALLMARK.DNA.REPAIR	FEN1
HALLMARK.DNA.REPAIR	GMPR2
HALLMARK.DNA.REPAIR	GMPR2
HALLMARK.DNA.REPAIR	GPX4
HALLMARK.DNA.REPAIR	GSDME
HALLMARK.DNA.REPAIR	GTF2A2
HALLMARK.DNA.REPAIR	GTF2B
HALLMARK.DNA.REPAIR	GTF2F1
HALLMARK.DNA.REPAIR	GTF2H1
HALLMARK.DNA.REPAIR	GTF2H1
HALLMARK.DNA.REPAIR	GTF2H3
HALLMARK.DNA.REPAIR	GTF2H5
HALLMARK.DNA.REPAIR	GTF3C5
HALLMARK.DNA.REPAIR	GUK1
HALLMARK.DNA.REPAIR	HCLS1
HALLMARK.DNA.REPAIR	HPRT1
HALLMARK.DNA.REPAIR	IMPDH2
HALLMARK.DNA.REPAIR	ITPA
HALLMARK.DNA.REPAIR	LIG1
HALLMARK.DNA.REPAIR	MPC2
HALLMARK.DNA.REPAIR	MPG
HALLMARK.DNA.REPAIR	MRPL40
HALLMARK.DNA.REPAIR	NCBP2
HALLMARK.DNA.REPAIR	NELFB
HALLMARK.DNA.REPAIR	NELFCD
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NELFE
HALLMARK.DNA.REPAIR	NFX1
HALLMARK.DNA.REPAIR	NME1
HALLMARK.DNA.REPAIR	NME3
HALLMARK.DNA.REPAIR	NME4
HALLMARK.DNA.REPAIR	NPR2
HALLMARK.DNA.REPAIR	NT5C
HALLMARK.DNA.REPAIR	NT5C3A
HALLMARK.DNA.REPAIR	NUDT21
HALLMARK.DNA.REPAIR	NUDT9
HALLMARK.DNA.REPAIR	PCNA
HALLMARK.DNA.REPAIR	PDE4B
HALLMARK.DNA.REPAIR	PDE6G
HALLMARK.DNA.REPAIR	PNP
HALLMARK.DNA.REPAIR	POLA1
HALLMARK.DNA.REPAIR	POLA2
HALLMARK.DNA.REPAIR	POLB
HALLMARK.DNA.REPAIR	POLD1
HALLMARK.DNA.REPAIR	POLD3
HALLMARK.DNA.REPAIR	POLD4
HALLMARK.DNA.REPAIR	POLE4
HALLMARK.DNA.REPAIR	POLH
HALLMARK.DNA.REPAIR	POLL
HALLMARK.DNA.REPAIR	POLR1C
HALLMARK.DNA.REPAIR	POLR1D
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR1H
HALLMARK.DNA.REPAIR	POLR2A
HALLMARK.DNA.REPAIR	POLR2A
HALLMARK.DNA.REPAIR	POLR2C
HALLMARK.DNA.REPAIR	POLR2D
HALLMARK.DNA.REPAIR	POLR2E
HALLMARK.DNA.REPAIR	POLR2F
HALLMARK.DNA.REPAIR	POLR2G
HALLMARK.DNA.REPAIR	POLR2H
HALLMARK.DNA.REPAIR	POLR2I
HALLMARK.DNA.REPAIR	POLR2J
HALLMARK.DNA.REPAIR	POLR2K
HALLMARK.DNA.REPAIR	POLR3C
HALLMARK.DNA.REPAIR	POLR3GL
HALLMARK.DNA.REPAIR	POM121
HALLMARK.DNA.REPAIR	PRIM1
HALLMARK.DNA.REPAIR	RAD51
HALLMARK.DNA.REPAIR	RAD52
HALLMARK.DNA.REPAIR	RAE1
HALLMARK.DNA.REPAIR	RALA
HALLMARK.DNA.REPAIR	RBX1
HALLMARK.DNA.REPAIR	REV3L
HALLMARK.DNA.REPAIR	RFC2
HALLMARK.DNA.REPAIR	RFC3
HALLMARK.DNA.REPAIR	RFC4
HALLMARK.DNA.REPAIR	RFC5
HALLMARK.DNA.REPAIR	RNMT
HALLMARK.DNA.REPAIR	RPA2
HALLMARK.DNA.REPAIR	RPA3
HALLMARK.DNA.REPAIR	RRM2B
HALLMARK.DNA.REPAIR	SAC3D1
HALLMARK.DNA.REPAIR	SDCBP
HALLMARK.DNA.REPAIR	SEC61A1
HALLMARK.DNA.REPAIR	SF3A3
HALLMARK.DNA.REPAIR	SMAD5
HALLMARK.DNA.REPAIR	SNAPC4
HALLMARK.DNA.REPAIR	SNAPC5
HALLMARK.DNA.REPAIR	SRSF6
HALLMARK.DNA.REPAIR	SSRP1
HALLMARK.DNA.REPAIR	STX3
HALLMARK.DNA.REPAIR	SUPT4H1
HALLMARK.DNA.REPAIR	SUPT5H
HALLMARK.DNA.REPAIR	SURF1
HALLMARK.DNA.REPAIR	SURF1
HALLMARK.DNA.REPAIR	TAF10
HALLMARK.DNA.REPAIR	TAF12
HALLMARK.DNA.REPAIR	TAF13
HALLMARK.DNA.REPAIR	TAF1C
HALLMARK.DNA.REPAIR	TAF6
HALLMARK.DNA.REPAIR	TAF9
HALLMARK.DNA.REPAIR	TAF9
HALLMARK.DNA.REPAIR	TARBP2
HALLMARK.DNA.REPAIR	TK2
HALLMARK.DNA.REPAIR	TMED2
HALLMARK.DNA.REPAIR	TP53
HALLMARK.DNA.REPAIR	TSG101
HALLMARK.DNA.REPAIR	TYMS
HALLMARK.DNA.REPAIR	UMPS
HALLMARK.DNA.REPAIR	UPF3B
HALLMARK.DNA.REPAIR	USP11
HALLMARK.DNA.REPAIR	VPS28
HALLMARK.DNA.REPAIR	VPS28
HALLMARK.DNA.REPAIR	VPS37B
HALLMARK.DNA.REPAIR	VPS37D
HALLMARK.DNA.REPAIR	XPC
HALLMARK.DNA.REPAIR	ZNF707
HALLMARK.DNA.REPAIR	ZNF707
HALLMARK.DNA.REPAIR	ZWINT
HALLMARK.E2F.TARGETS	AK2
HALLMARK.E2F.TARGETS	ANP32E
HALLMARK.E2F.TARGETS	ASF1A
HALLMARK.E2F.TARGETS	ASF1B
HALLMARK.E2F.TARGETS	ASF1B
HALLMARK.E2F.TARGETS	ATAD2
HALLMARK.E2F.TARGETS	AURKA
HALLMARK.E2F.TARGETS	AURKB
HALLMARK.E2F.TARGETS	BARD1
HALLMARK.E2F.TARGETS	BIRC5
HALLMARK.E2F.TARGETS	BRCA1
HALLMARK.E2F.TARGETS	BRCA2
HALLMARK.E2F.TARGETS	BRMS1L
HALLMARK.E2F.TARGETS	BUB1B
HALLMARK.E2F.TARGETS	CBX5
HALLMARK.E2F.TARGETS	CCNB2
HALLMARK.E2F.TARGETS	CCNE1
HALLMARK.E2F.TARGETS	CCP110
HALLMARK.E2F.TARGETS	CDC20
HALLMARK.E2F.TARGETS	CDC25A
HALLMARK.E2F.TARGETS	CDC25B
HALLMARK.E2F.TARGETS	CDCA3
HALLMARK.E2F.TARGETS	CDCA8
HALLMARK.E2F.TARGETS	CDK1
HALLMARK.E2F.TARGETS	CDK4
HALLMARK.E2F.TARGETS	CDKN1A
HALLMARK.E2F.TARGETS	CDKN1B
HALLMARK.E2F.TARGETS	CDKN2A
HALLMARK.E2F.TARGETS	CDKN2C
HALLMARK.E2F.TARGETS	CDKN3
HALLMARK.E2F.TARGETS	CENPE
HALLMARK.E2F.TARGETS	CENPM
HALLMARK.E2F.TARGETS	CHEK1
HALLMARK.E2F.TARGETS	CHEK2
HALLMARK.E2F.TARGETS	CIT
HALLMARK.E2F.TARGETS	CKS1B
HALLMARK.E2F.TARGETS	CKS2
HALLMARK.E2F.TARGETS	CNOT9
HALLMARK.E2F.TARGETS	CSE1L
HALLMARK.E2F.TARGETS	CTCF
HALLMARK.E2F.TARGETS	CTPS1
HALLMARK.E2F.TARGETS	DCK
HALLMARK.E2F.TARGETS	DCLRE1B
HALLMARK.E2F.TARGETS	DCTPP1
HALLMARK.E2F.TARGETS	DDX39A
HALLMARK.E2F.TARGETS	DEK
HALLMARK.E2F.TARGETS	DEPDC1
HALLMARK.E2F.TARGETS	DIAPH3
HALLMARK.E2F.TARGETS	DLGAP5
HALLMARK.E2F.TARGETS	DNMT1
HALLMARK.E2F.TARGETS	DONSON
HALLMARK.E2F.TARGETS	DSCC1
HALLMARK.E2F.TARGETS	DUT
HALLMARK.E2F.TARGETS	E2F8
HALLMARK.E2F.TARGETS	EED
HALLMARK.E2F.TARGETS	EIF2S1
HALLMARK.E2F.TARGETS	ESPL1
HALLMARK.E2F.TARGETS	EXOSC8
HALLMARK.E2F.TARGETS	EZH2
HALLMARK.E2F.TARGETS	GINS1
HALLMARK.E2F.TARGETS	GINS3
HALLMARK.E2F.TARGETS	GINS4
HALLMARK.E2F.TARGETS	GSPT1
HALLMARK.E2F.TARGETS	H2AX
HALLMARK.E2F.TARGETS	H2AZ1
HALLMARK.E2F.TARGETS	HELLS
HALLMARK.E2F.TARGETS	HMGA1
HALLMARK.E2F.TARGETS	HMGB2
HALLMARK.E2F.TARGETS	HMGB3
HALLMARK.E2F.TARGETS	HMMR
HALLMARK.E2F.TARGETS	HNRNPD
HALLMARK.E2F.TARGETS	HUS1
HALLMARK.E2F.TARGETS	ILF3
HALLMARK.E2F.TARGETS	ING3
HALLMARK.E2F.TARGETS	IPO7
HALLMARK.E2F.TARGETS	JPT1
HALLMARK.E2F.TARGETS	KIF18B
HALLMARK.E2F.TARGETS	KIF22
HALLMARK.E2F.TARGETS	KIF2C
HALLMARK.E2F.TARGETS	KIF4A
HALLMARK.E2F.TARGETS	KPNA2
HALLMARK.E2F.TARGETS	LBR
HALLMARK.E2F.TARGETS	LIG1
HALLMARK.E2F.TARGETS	LMNB1
HALLMARK.E2F.TARGETS	LUC7L3
HALLMARK.E2F.TARGETS	LYAR
HALLMARK.E2F.TARGETS	MAD2L1
HALLMARK.E2F.TARGETS	MCM2
HALLMARK.E2F.TARGETS	MCM3
HALLMARK.E2F.TARGETS	MCM4
HALLMARK.E2F.TARGETS	MCM5
HALLMARK.E2F.TARGETS	MCM6
HALLMARK.E2F.TARGETS	MCM7
HALLMARK.E2F.TARGETS	MELK
HALLMARK.E2F.TARGETS	MKI67
HALLMARK.E2F.TARGETS	MLH1
HALLMARK.E2F.TARGETS	MMS22L
HALLMARK.E2F.TARGETS	MRE11
HALLMARK.E2F.TARGETS	MSH2
HALLMARK.E2F.TARGETS	MTHFD2
HALLMARK.E2F.TARGETS	MXD3
HALLMARK.E2F.TARGETS	MYBL2
HALLMARK.E2F.TARGETS	MYC
HALLMARK.E2F.TARGETS	"NAA38"
HALLMARK.E2F.TARGETS	"NAP1L1"
HALLMARK.E2F.TARGETS	"NASP"
HALLMARK.E2F.TARGETS	NBN
HALLMARK.E2F.TARGETS	NCAPD2
HALLMARK.E2F.TARGETS	NME1
HALLMARK.E2F.TARGETS	NOLC1
HALLMARK.E2F.TARGETS	NOP56
HALLMARK.E2F.TARGETS	NUDT21
HALLMARK.E2F.TARGETS	NUP107
HALLMARK.E2F.TARGETS	NUP153
HALLMARK.E2F.TARGETS	NUP205
HALLMARK.E2F.TARGETS	ORC2
HALLMARK.E2F.TARGETS	ORC6
HALLMARK.E2F.TARGETS	PA2G4
HALLMARK.E2F.TARGETS	PAICS
HALLMARK.E2F.TARGETS	PAN2
HALLMARK.E2F.TARGETS	PCNA
HALLMARK.E2F.TARGETS	PDS5B
HALLMARK.E2F.TARGETS	PHF5A
HALLMARK.E2F.TARGETS	PLK1
HALLMARK.E2F.TARGETS	PLK4
HALLMARK.E2F.TARGETS	PMS2
HALLMARK.E2F.TARGETS	PNN
HALLMARK.E2F.TARGETS	POLA2
HALLMARK.E2F.TARGETS	POLD1
HALLMARK.E2F.TARGETS	POLD2
HALLMARK.E2F.TARGETS	POLD3
HALLMARK.E2F.TARGETS	POLE
HALLMARK.E2F.TARGETS	POLE4
HALLMARK.E2F.TARGETS	POP7
HALLMARK.E2F.TARGETS	PPM1D
HALLMARK.E2F.TARGETS	PPP1R8
HALLMARK.E2F.TARGETS	PRDX4
HALLMARK.E2F.TARGETS	PRIM2
HALLMARK.E2F.TARGETS	PRKDC
HALLMARK.E2F.TARGETS	PRPS1
HALLMARK.E2F.TARGETS	PSIP1
HALLMARK.E2F.TARGETS	PSMC3IP
HALLMARK.E2F.TARGETS	PTTG1
HALLMARK.E2F.TARGETS	RACGAP1
HALLMARK.E2F.TARGETS	RAD1
HALLMARK.E2F.TARGETS	RAD21
HALLMARK.E2F.TARGETS	RAD50
HALLMARK.E2F.TARGETS	RAD51AP1
HALLMARK.E2F.TARGETS	RAD51C
HALLMARK.E2F.TARGETS	RAN
HALLMARK.E2F.TARGETS	RANBP1
HALLMARK.E2F.TARGETS	RBBP7
HALLMARK.E2F.TARGETS	RFC1
HALLMARK.E2F.TARGETS	RFC2
HALLMARK.E2F.TARGETS	RFC3
HALLMARK.E2F.TARGETS	RNASEH2A
HALLMARK.E2F.TARGETS	RPA1
HALLMARK.E2F.TARGETS	RPA2
HALLMARK.E2F.TARGETS	RPA3
HALLMARK.E2F.TARGETS	RRM2
HALLMARK.E2F.TARGETS	SHMT1
HALLMARK.E2F.TARGETS	SHMT1
HALLMARK.E2F.TARGETS	SLBP
HALLMARK.E2F.TARGETS	SMC1A
HALLMARK.E2F.TARGETS	SMC3
HALLMARK.E2F.TARGETS	SMC4
HALLMARK.E2F.TARGETS	SMC6
HALLMARK.E2F.TARGETS	SNRPB
HALLMARK.E2F.TARGETS	SPAG5
HALLMARK.E2F.TARGETS	SPC24
HALLMARK.E2F.TARGETS	SPC25
HALLMARK.E2F.TARGETS	SPC25
HALLMARK.E2F.TARGETS	SRSF1
HALLMARK.E2F.TARGETS	SRSF2
HALLMARK.E2F.TARGETS	SSRP1
HALLMARK.E2F.TARGETS	STAG1
HALLMARK.E2F.TARGETS	STMN1
HALLMARK.E2F.TARGETS	SUV39H1
HALLMARK.E2F.TARGETS	SYNCRIP
HALLMARK.E2F.TARGETS	TACC3
HALLMARK.E2F.TARGETS	TBRG4
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TCF19
HALLMARK.E2F.TARGETS	TFRC
HALLMARK.E2F.TARGETS	TIMELESS
HALLMARK.E2F.TARGETS	TIPIN
HALLMARK.E2F.TARGETS	TK1
HALLMARK.E2F.TARGETS	TMPO
HALLMARK.E2F.TARGETS	TOP2A
HALLMARK.E2F.TARGETS	TP53
HALLMARK.E2F.TARGETS	TRA2B
HALLMARK.E2F.TARGETS	TRIP13
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBB
HALLMARK.E2F.TARGETS	TUBG1
HALLMARK.E2F.TARGETS	UBE2S
HALLMARK.E2F.TARGETS	UBE2T
HALLMARK.E2F.TARGETS	UBR7
HALLMARK.E2F.TARGETS	UBR7
HALLMARK.E2F.TARGETS	UNG
HALLMARK.E2F.TARGETS	USP1
HALLMARK.E2F.TARGETS	WDR90
HALLMARK.E2F.TARGETS	WEE1
HALLMARK.E2F.TARGETS	XPO1
HALLMARK.E2F.TARGETS	XRCC6
HALLMARK.E2F.TARGETS	ZW10
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	ABI3BP
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	ACTA2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	ADAM12
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	ANPEP
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	APLP1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	AREG
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	BASP1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	BDNF
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	BGN
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	BMP1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CADM1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CALD1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CALU
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CAP2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CAPG
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CCN1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CCN2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CD44
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CD59
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CDH11
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CDH2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CDH6
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL11A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL12A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL16A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL1A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL1A2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL3A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL4A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL4A2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL5A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL5A2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL5A3
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL6A2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL6A3
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL7A1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COL8A2
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COLGALT1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COMP
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	COPA
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CRLF1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CTHRC1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CXCL1
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CXCL12
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CXCL6
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	CXCL8
HALLMARK.EPITHELIAL.MESENCHYMAL.TRANSITION	DAB2
